"","OTU_97.360","OTU_97.1096","OTU_97.2487","OTU_97.15869","OTU_97.29850","OTU_97.67","OTU_97.16585","OTU_97.35535","OTU_97.6703","OTU_97.1656","OTU_97.32588","OTU_97.33687","OTU_97.12461","OTU_97.37599","OTU_97.37902","OTU_97.39144","OTU_97.402","OTU_97.7623","OTU_97.26561","OTU_97.31428","OTU_97.226","OTU_97.9679","OTU_97.15051","OTU_97.29387","OTU_97.800","OTU_97.586","OTU_97.401","OTU_97.158","OTU_97.3264","OTU_97.255","OTU_97.7662","OTU_97.27756","OTU_97.175","OTU_97.16633","OTU_97.39322","OTU_97.331","OTU_97.4904","OTU_97.346","OTU_97.885","OTU_97.384","OTU_97.501","OTU_97.585","OTU_97.213","OTU_97.755","OTU_97.772","OTU_97.523","OTU_97.379","OTU_97.365","OTU_97.488","OTU_97.1399","OTU_97.281","OTU_97.337","OTU_97.424","OTU_97.26200","OTU_97.211","OTU_97.6580","OTU_97.35940","OTU_97.674","OTU_97.421","OTU_97.702","OTU_97.785","OTU_97.361","OTU_97.663","OTU_97.545","OTU_97.10199","OTU_97.339","OTU_97.288","OTU_97.42522","OTU_97.720","OTU_97.38248","OTU_97.286","OTU_97.2881","OTU_97.4651","OTU_97.7888","OTU_97.810","OTU_97.266","OTU_97.15337","OTU_97.155","OTU_97.617","OTU_97.683","OTU_97.181","OTU_97.23942","OTU_97.35268","OTU_97.34294","OTU_97.41674","OTU_97.571","OTU_97.43194","OTU_97.37076","OTU_97.37565","OTU_97.27813","OTU_97.37636","OTU_97.18624","OTU_97.43372","OTU_97.21746","OTU_97.26563","OTU_97.36971","OTU_97.16265","OTU_97.34800","OTU_97.39377","OTU_97.39184","OTU_97.699","OTU_97.645","OTU_97.27152","OTU_97.37903","OTU_97.23922","OTU_97.15271","OTU_97.10619","OTU_97.27041","OTU_97.10089","OTU_97.2847","OTU_97.38273","OTU_97.35521","OTU_97.5287","OTU_97.5561","OTU_97.57","OTU_97.4859","OTU_97.294","OTU_97.28512","OTU_97.1397","OTU_97.24025","OTU_97.154","OTU_97.24168","OTU_97.1681","OTU_97.144","OTU_97.15190","OTU_97.184","OTU_97.2918","OTU_97.204","OTU_97.6755","OTU_97.10101","OTU_97.16695","OTU_97.28399","OTU_97.24927","OTU_97.7657","OTU_97.4800","OTU_97.28748","OTU_97.7475","OTU_97.43362","OTU_97.38958","OTU_97.34","OTU_97.2297","OTU_97.7287","OTU_97.34683","OTU_97.28526","OTU_97.11618","OTU_97.24636","OTU_97.37987","OTU_97.29561","OTU_97.33056","OTU_97.18153","OTU_97.768","OTU_97.35237","OTU_97.14403","OTU_97.32564","OTU_97.34458","OTU_97.39245","OTU_97.14746","OTU_97.741","OTU_97.18382","OTU_97.33679","OTU_97.22716","OTU_97.24475","OTU_97.24870","OTU_97.25475","OTU_97.29574","OTU_97.29803","OTU_97.34780","OTU_97.34925","OTU_97.35176","OTU_97.35852","OTU_97.38665","OTU_97.38720","OTU_97.38931","OTU_97.39171","OTU_97.39459","OTU_97.5659","OTU_97.734","OTU_97.9982","OTU_97.14","OTU_97.1654","OTU_97.10938","OTU_97.20215","OTU_97.1201","OTU_97.5474","OTU_97.30402","OTU_97.37368","OTU_97.23136","OTU_97.28270","OTU_97.510","OTU_97.5894","OTU_97.824","OTU_97.1693","OTU_97.30088","OTU_97.29317","OTU_97.28280","OTU_97.8409","OTU_97.38818","OTU_97.11972","OTU_97.10385","OTU_97.232","OTU_97.41706","OTU_97.186","OTU_97.1779","OTU_97.37","OTU_97.24809","OTU_97.12279","OTU_97.36155","OTU_97.13028","OTU_97.41577","OTU_97.6625","OTU_97.16529","OTU_97.34479","OTU_97.13004","OTU_97.16539","OTU_97.34528","OTU_97.22261","OTU_97.19082","OTU_97.26863","OTU_97.10485","OTU_97.41853","OTU_97.28027","OTU_97.14926","OTU_97.22576","OTU_97.34703","OTU_97.29005","OTU_97.14061","OTU_97.20153","OTU_97.2464","OTU_97.18729","OTU_97.3911","OTU_97.24464","OTU_97.1677","OTU_97.34371","OTU_97.13450","OTU_97.73","OTU_97.40820","OTU_97.21012","OTU_97.11659","OTU_97.32087","OTU_97.5785","OTU_97.14116","OTU_97.10428","OTU_97.19163","OTU_97.33220","OTU_97.121","OTU_97.22041","OTU_97.25726","OTU_97.3324","OTU_97.9451","OTU_97.39984","OTU_97.5074","OTU_97.41989","OTU_97.29794","OTU_97.43210","OTU_97.43632","OTU_97.8514","OTU_97.40762","OTU_97.14259","OTU_97.59","OTU_97.30556","OTU_97.7542","OTU_97.36771","OTU_97.8830","OTU_97.31673","OTU_97.36663","OTU_97.22942","OTU_97.26883","OTU_97.1486","OTU_97.13522","OTU_97.43425","OTU_97.6433","OTU_97.43637","OTU_97.9316","OTU_97.951","OTU_97.18018","OTU_97.12419","OTU_97.15133","OTU_97.43023","OTU_97.31553","OTU_97.152","OTU_97.3161","OTU_97.3545","OTU_97.13145","OTU_97.404","OTU_97.13820","OTU_97.33897","OTU_97.20597","OTU_97.170","OTU_97.41441","OTU_97.41948","OTU_97.33390","OTU_97.1635","OTU_97.23009","OTU_97.11641","OTU_97.86","OTU_97.16034","OTU_97.36559","OTU_97.27883","OTU_97.34765","OTU_97.43213","OTU_97.13936","OTU_97.3002","OTU_97.25028","OTU_97.25986","OTU_97.3016","OTU_97.43403","OTU_97.578","OTU_97.381","OTU_97.15603","OTU_97.23396","OTU_97.118","OTU_97.10513"
"700024234",9,11,0,2,1,11,7,1,0,4,1,0,7,75,101,8,0,0,6,5,6,1,5,0,1,0,0,13,11,1,0,0,118,11,2,81,31,6,4,13,2,0,63,6,1,0,29,14,0,0,0,0,0,4,6,4,14,2,13,69,1,1,0,7,3,230,0,0,17,1,6,1,1,0,3,152,31,0,0,1,7,7,9,20,4,15,79,8,69,5,2,0,1,0,26,2,25,26,7,16,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,41,22,1,28,85,39,9,4,0,1,0,22,1,0,0,0,0,0,0,0,1,0,216,33,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,72,0,0,4,46,0,0,0,4,10,3,1,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,1,7,3,1,0,0,50,75,0,12,5,6,4,257,26,55,10,0,16,12,7,0,66,6,27,1,26,15,1,39,6,1,3,631,11,1,26,7,5,4,8,6,117,6,32,0,0,0,1,0,6,0,0,1,3,0,5,12,4,10,0,0,26,31,0,1,6,5,39,8,5,2,13,3,2,1,8,1,2,18,14,6,2,9,1,1,0,8,91,61,12,53,9,0,65,9,38,4,18,30,2,2,10,1,52,10,1,3,0,6,2,2,7,1,2,5,1,0,0,12,7,97
"700024296",4,4,0,0,0,0,1,0,0,1,0,1,2,20,31,3,3,5,1,0,3,0,0,1,0,4,1,16,5,21,5,2,2,0,1,41,32,3,0,11,18,0,81,5,0,59,22,0,1,0,3,20,3,0,10,0,3,0,1,2,0,0,0,4,11,22,5,1,22,1,0,1,0,0,3,2,0,0,0,10,9,5,5,44,17,10,104,8,23,3,146,11,6,1,42,1,9,87,33,40,17,4,0,22,0,7,8,4,0,5,37,1,2,3,309,0,14,0,6,14,34,0,0,6,0,0,6,35,2,1,0,0,0,0,0,0,0,0,0,0,1,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,15,0,1,24,3,0,0,87,1,10,0,0,1,9,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,8,1,3,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,9,12,2,2,26,4,0,0,4,65,5,0,1,13,12,2,5,5,8,4,8,3,14,1,0,0,64
"700024349",2,0,0,3,0,1,0,0,0,0,1,0,1,11,13,8,1,1,6,0,3,0,1,0,1,0,0,18,7,0,0,0,10,1,19,0,0,0,2,14,0,0,32,0,3,0,41,4,0,0,0,5,0,4,4,1,16,2,17,2,3,0,7,1,7,7,0,5,57,0,5,5,2,1,0,1,0,0,0,1,6,5,8,14,5,27,271,12,33,13,20,0,12,3,1,0,1,4,0,11,7,3,6,4,0,2,4,0,0,1,8,1,0,1,59,0,30,18,13,147,115,20,6,9,3,6,7,10,25,0,0,0,1,0,0,1,13,0,0,1,61,9,1,1,0,0,5,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,7,118,1,2,9,626,0,0,0,3,30,1,4,0,3,0,1,0,0,12,0,0,0,6,0,2,0,0,5,38,13,9,0,0,93,116,0,34,0,4,10,252,9,21,2,0,0,24,114,0,48,1,11,0,19,3,7,16,0,1,1,29,4,0,4,0,1,3,3,5,12,12,7,0,0,2,7,1,5,0,1,8,8,2,36,14,7,12,0,1,15,79,7,0,3,29,69,9,6,9,35,16,11,23,26,2,194,0,0,0,0,0,0,0,0,0,0,0,35,69,8,8,0,0,0,0,0,0,0,0,0,3,44,9,0,0,0,1,9,1,11,0,0,12,0,2,0,35,7,0
"700024408",27,6,1,5,0,16,2,4,0,17,4,19,0,83,86,9,0,2,14,0,6,1,1,1,1,4,70,20,3,0,0,1,0,0,0,0,3,0,2,4,2,0,7,0,7,18,0,5,3,3,0,21,9,40,8,0,0,2,3,1,1,2,1,2,3,0,4,5,63,1,3,6,0,1,0,1,0,0,1,0,0,0,0,2,0,1,17,1,1,0,26,0,0,0,4,0,3,11,4,0,6,5,0,6,0,3,4,5,0,0,29,3,3,0,221,2,5,3,19,49,34,0,1,12,0,0,1,42,14,4,0,27,2,3,2,0,0,1,0,3,3,0,18,0,0,5,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,4,0,0,0,49,3,30,52,1,2,2,208,0,18,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,12,0,0,0,15,0,3,0,0,0,1,0,0,2,0,3,0,0,0,0,1,0,0,0,16,0,0,3,0,0,0,0,0,10,2,25,1,0,0,0,0,0,0,0,16,2,1,2,0,0,0,0,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,8,0,1,0,0,2,8,5,8,1,3,0,0,2,12,247,29,3,5,1,23,10,15,19,8,7,1,0,8,3,140,248,1
"700024449",0,0,0,1,0,1,0,0,1,0,1,0,0,6,4,1,0,0,2,2,8,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,7,6,7,0,18,64,0,0,0,7,5,1,3,0,0,0,0,0,9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,53,25,3,8,40,10,15,4,21,5,15,22,241,6,44,0,0,0,0,1,1,54,3,122,18,0,0,0,0,1,0,1,0,0,0,0,22,172,1,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,4,0,2,3,1,0,0,11,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,23,5,6,1,0,0,5,6,0,5,0,2,0,3,1,1,1,0,0,0,15,0,0,3,0,0,0,1,0,49,11,57,81,4,15,39,13,28,87,3,50,80,0,0,2,10,17,12,0,14,190,6,2,39,3,134,25,5,6,7,0,11,16,0,30,4,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,2,4,2,3,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"700024492",5,24,8,6,1,17,1,1,6,5,5,2,6,126,154,16,3,1,14,12,15,3,1,11,4,6,1,184,105,8,6,6,65,3,15,105,5,2,7,10,6,15,214,4,3,6,67,12,1,2,0,7,2,2,0,4,5,4,10,1,6,1,1,1,2,11,0,1,16,2,3,3,7,7,10,0,0,0,2,7,2,8,2,7,8,7,41,4,4,5,50,5,3,9,17,1,17,22,2,16,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,36,43,15,0,424,0,0,0,1,0,0,0,0,0,0,1,0,0,0,46,13,3,2,0,0,1,0,0,0,0,3,5,0,0,5,0,0,2,7,0,0,1,1132,0,2,6,85,1,0,5,5,9,0,1,0,43,0,3,0,0,3,0,0,0,17,0,3,0,0,30,67,13,7,0,0,53,182,0,0,0,4,14,18,1,16,3,2,1,10,67,0,19,1,6,1,51,2,9,15,0,0,0,128,1,0,5,6,3,0,1,2,81,1,1,18,6,0,6,6,5,0,3,168,23,19,161,14,16,324,4,8,43,162,18,4,18,30,99,88,3,12,9,3,10,30,189,18,171,0,0,0,0,0,0,0,0,0,0,0,53,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,10,1,2,11,52
"700024545",0,0,0,0,0,2,0,0,1,0,0,1,0,15,2,0,0,0,2,0,0,0,0,0,1,0,1,22,6,89,37,13,125,5,0,1,0,0,1,1,1,0,9,0,3,25,0,0,1,0,0,6,2,0,0,0,0,0,0,0,1,5,0,1,0,22,1,0,31,1,2,0,1,0,16,0,0,0,2,0,1,3,1,2,1,0,0,0,6,0,0,0,0,0,2,0,1,1,1,0,0,0,7,57,2,9,147,10,4,5,20,1,21,23,337,9,0,1,11,43,41,3,3,95,4,0,17,21,0,0,0,0,0,0,0,0,0,0,1493,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,54,32,18,10,0,0,0,13,26,0,11,0,44,1,345,3,0,3,0,0,0,7,2,0,7,1,0,2,0,6,0,0,0,1,2,4,5,1,14,0,2,18,57,3,19,5,3,9,0,1,36,7,1,4,3,4,39,7,5,1,8,6,2,4,2,8,5,34,20,3,4,8,6,12,1,21,43,37,8,84,2,1,2,4,6,2,1,40,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"700024593",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,28,9,2,1,0,0,0,2,2,7,9,0,0,0,0,2,1,0,6,3,1,0,1,0,4,0,0,2,1,1,4,9,0,2,8,18,34,1,13,0,3,7,0,0,0,0,4,0,0,0,0,0,0,2,0,0,31,0,0,0,0,0,3,0,1,2,4,14,0,0,20,12,3,4,49,13,3,6,51,1,2,6,144,2,63,0,2,11,2,0,6,14,2,408,28,11,7,0,0,4,1,2,1,1,2,0,58,21,9,7,14,3,0,1,1,0,0,1,1,3,0,1,0,0,0,1,2,1,0,5,5,37,3,17,7,68,5,2,0,0,73,1,11,0,1,5,56,0,0,5,1,6,0,4,2,0,7,0,4,18,6,2,33,0,14,34,0,77,4,26,50,120,0,10,4,1,1,5,0,3,22,2,9,0,0,0,0,6,0,0,2,52,14,1,1,10,1,2,12,4,9,12,2,1,1,0,4,4,1,26,3,36,12,3,33,8,20,11,2,1,61,118,29,4,34,38,139,17,14,8,13,2,15,17,49,11,7,1,2,0,0,0,0,0,0,1,0,1,34,16,15,50,1,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,5,0
"700024646",0,0,0,0,0,0,0,1,0,0,0,0,1,7,6,1,0,0,8,4,4,2,1,0,0,0,46,30,2,6,5,7,1,0,0,2,0,0,0,1,3,0,22,0,0,1,0,0,1,0,2,0,0,0,3,0,0,0,0,4,0,1,2,2,11,6,1,9,169,1,4,4,7,2,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,1,31,2,0,0,0,0,0,0,0,2,1,7,0,32,1,8,11,16,1,4,61,1,14,8,643,5,0,5,16,33,51,0,12,28,13,618,49,34,0,0,0,0,0,0,0,0,0,0,256,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,85,47,39,4,0,7,0,1,1,21,3,7,0,2,7,0,5,4,4,0,262,0,0,2,1,1,0,2,1,0,0,0,1,0,0,2,0,5,7,0,26,8,0,1,2,0,0,0,0,11,12,0,0,1,0,7,2,1,0,8,7,2,0,2,0,0,1,2,0,0,0,0,0,0,0,23,18,2,39,0,0,0,0,0,0,0,0,0,0,0,5,218,31,1,10,4,26,8,4,21,8,2,0,1,3,0,39,31,27
"700024689",0,1,0,3,0,5,1,1,0,0,0,0,0,21,20,4,7,5,8,1,1,0,0,0,0,1,14,10,0,1,2,3,2,0,1,0,0,0,1,6,7,5,44,0,1,0,0,2,1,0,11,0,0,3,15,5,0,0,3,0,15,44,59,0,11,1,44,147,99,9,14,10,14,5,1,7,2,2,9,3,3,0,2,3,5,3,23,2,3,2,20,4,1,0,3,0,1,4,0,2,14,0,83,37,0,18,117,1,11,10,11,0,14,31,98,1,0,0,0,0,0,5,2,395,11,6,18,166,56,57,19,46,5,20,1,1,0,2,0,0,2,0,69,10,0,1,0,17,3,1,0,80,13,0,2,0,5,2,0,0,4,22,0,6,81,49,97,5,314,20,0,0,284,100,37,1,59,25,3316,5,5,0,43,1010,0,0,2,0,336,2,196,0,0,7,685,1,1,0,33,2,13,0,0,357,70,105,18,2,1,67,199,7,63,9,146,3,1797,7,3,84,2,3,0,636,0,1,4,5,1,7,4,8,90,33,2036,0,1,2,3,1,0,0,0,23,9,1,53,34,1,14,0,0,48,202,1,3,0,1,56,23,9,12,31,12,0,34,17,9,83,0,0,0,0,0,0,0,0,0,0,0,24,76,382,0,1,18,53,13,1,145,33,4,5,6,129,23,10,15,6,7,11,9,14,47,13,7,6,7,1,68,134,0
"700024732",13,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,1,1,0,1,3,3,4,50,0,1,3,1,0,0,4,0,7,0,0,7,0,0,17,2,4,0,4,0,1,0,3,28,0,14,14,4,13,1,0,5,0,0,13,0,20,1,1,7,4,0,1,1,0,0,3,0,0,0,0,1,2,0,0,1,0,0,2,0,7,0,5,0,0,1,0,1,0,2,0,0,4,1,1,9,0,4,8,2,3,0,16,1,4,2,47,1,22,0,0,0,0,0,4,1,0,0,0,27,2,3,0,47,1,2,0,0,1,0,0,0,1,0,47,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,2,12,0,0,0,50,7,1,58,5,1,0,70,4,17,0,0,1,27,0,0,0,2,18,0,0,2,0,3,1,0,4,0,6,6,0,4,60,0,0,0,8,7,2,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,9,0,0,7,5,4,19,5,26,12,8,1,0,0,0,0,0,1,3,1,0,0,0,4,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,3,2,178,0,0,0,0,12,0,4,8,11,59,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,12,18,33,3
"700024846",14,8,5,10,4,15,1,4,5,15,6,2,0,148,145,37,1,2,2,0,3,9,11,1,0,0,0,0,0,0,0,0,2,0,0,2,7,1,2,0,5,0,22,0,2,5,22,1,2,3,3,4,11,10,24,0,16,1,0,1,3,1,3,1,1,2,5,3,16,0,3,2,1,0,0,4,1,2,0,5,3,5,3,9,17,2,14,7,1,2,10,1,1,7,16,1,15,17,15,20,6,0,79,16,0,5,12,3,3,1,26,1,6,1,110,1,67,0,4,29,35,5,7,4,0,0,3,0,6,7,0,6,2,7,0,0,11,0,0,1,33,2,32,1,0,5,2,3,0,1,1,0,1,0,2,0,0,0,3,2,2,30,2,0,0,17,1,149,67,1,5,1,61,4,11,0,8,0,3,6,1,3,0,0,0,2,0,0,0,0,2,29,42,17,1,3,47,246,0,8,1,0,0,129,6,16,2,0,1,0,1,0,11,0,11,0,8,1,0,4,0,1,3,83,4,0,2,3,0,1,4,3,19,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,2,10,1,0,10,14,9,0,1,0,6,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,285,2,17,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,1,0,0,0,0,3
"700024908",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,3,0,0,0,3,11,2,1,7,6,4,0,0,0,1,1,0,1,0,0,6,15,8,20,0,1,4,20,1,10,5,0,0,3,8,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,7,2,0,0,0,1,0,1,0,1,0,0,49,1,0,1,12,2,0,1,8,0,2,1,22,0,0,3,3,18,10,1,1,30,4,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,17,20,24,0,4,46,11,0,0,0,2,83,0,5,1,4,2,3,2,0,0,34,0,1,0,0,0,0,17,0,0,101,70,22,23,72,21,15,11,80,0,0,1,0,0,0,379,1,1,13,73,11,3,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,2,5,3,0
"700024966",2,0,0,1,1,0,0,0,1,0,0,0,0,9,9,0,0,0,3,0,2,0,0,0,0,1,7,47,30,2,2,1,1,1,1,0,0,0,0,1,0,1,14,0,5,3,0,0,0,0,1,1,2,0,0,0,2,1,1,1,2,0,1,0,2,9,9,1,56,0,2,0,1,0,2,4,0,0,0,1,4,6,3,5,8,0,7,0,4,4,4,0,0,2,0,0,2,2,1,10,1,0,1,7,1,4,7,0,3,7,21,0,2,6,69,0,7,0,1,4,3,8,0,7,0,2,0,17,2,2,0,3,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,1,2,5,2,0,1,13,15,3,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,1,3,19,1,3,0,2,1,43,1,4,2,0,1,0,4,0,3,0,5,0,4,1,0,3,0,0,0,9,2,0,5,1,0,2,0,0,33,1,3,4,0,0,2,5,1,1,0,3,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,4,0,17,0,11,6,3,3,8,2,2,0,2,0,0,0,0,0,4,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,3
"700033130",10,1,0,0,0,1,1,1,1,1,2,0,0,22,15,2,5,3,0,0,0,0,6,14,0,9,4,2,0,0,1,0,3,0,4,1,1,2,2,6,4,0,41,1,1,8,0,11,1,1,29,73,8,33,101,37,20,7,1,5,0,8,0,0,0,0,2,0,2,3,4,2,1,1,0,3,1,4,8,2,3,4,1,1,12,1,18,7,2,1,2,0,4,1,2,1,2,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,0,682,620,27,11,508,18,3,0,194,26,12,143,28,15,11,2,4,32,1,0,0,42,80,109,0,0,3,3,35,2,2,0,1,3,1,1,1,5,0,4,8,0,29,2,4,19,49,39,113,68,8,9,4,523,168,67,5,14,11,467,1,0,57,12,250,2,0,8,16,138,2,9,41,21,7,6,4,78,214,116,0,23,2,0,161,63,43,13,1,8,5,1,1,67,4,37,2,12,9,0,7,1,4,7,196,7,0,9,6,2,1,8,14,17,0,2,2,20,34,59,85,115,1,3,51,162,11,2,2,1,12,1,0,7,4,3,0,8,1,5,3,0,3,15,4,1,2,2,2,4,6,4,4,5,13,4,6,1,8,0,0,0,25,26,11,12,0,0,2,21,0,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,48,16,7,5,0,0,99
"700033436",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,9,1,1,3,6,0,0,16,2,2,0,0,287,48,0,2,0,0,14,21,3,0,2,0,7,10,2,10,3,3,2,0,11,70,0,0,0,1,0,0,2,4,0,3,4,1,0,0,0,2,4,1,2,0,19,0,0,0,2,0,1,5,1,1,8,0,3,1,1,2,0,0,0,0,0,3,3,10,2,0,0,0,0,3,1,3,11,6,0,5,26,2,4,8,56,2,0,2,0,3,7,7,0,7,1,0,1,52,33,9,0,7,6,17,1,1,31,1,0,0,23,64,79,5,1,1,8,45,3,0,1,0,9,3,4,4,1,2,3,5,1,12,3,22,1,76,1,78,53,7,5,8,430,16,61,2,11,0,1,5,1,33,0,0,1,2,11,5,0,0,1,32,17,4,1,10,66,42,0,0,54,4,1,380,19,67,25,0,3,11,0,1,92,4,50,2,16,9,1,29,0,3,5,112,5,5,40,3,1,5,16,40,593,283,274,19,2,0,1,1,0,5,0,16,34,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,1,0,25,41,22,15,77,21,27,12,53,0,11,0,23,34,4,1,0,0,1,2,1,0,0,4,8,82,33,12,1,15,11,11,9,2,16,20,4,1,0,0,23,97,0
"700033726",1,0,0,0,0,0,0,1,0,2,0,0,0,13,9,2,0,1,1,1,15,4,2,0,0,0,0,13,0,49,18,5,44,8,18,0,5,5,11,6,0,0,157,0,0,13,15,36,7,4,55,152,0,11,3,1,0,2,6,0,0,6,6,0,0,0,0,0,0,13,18,13,8,5,4,0,0,0,5,5,2,0,0,1,3,2,3,0,0,1,2,2,0,1,1,0,2,6,2,0,2,0,93,3,0,2,11,2,1,0,13,1,3,2,67,1,46,0,0,0,0,1,45,589,37,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,49,81,87,45,33,34,72,66,6,11,330,217,0,0,0,2,2,0,0,2,5,0,0,1,0,3,3,0,0,0,0,0,2,2,2,2,10,18,3,9,14,1,7,8,9,102,747,0,0,0,0,1,440,17,85,8,0,102,13,4,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,23,14,8
